Operation,FirstRunTiming,SecondRunTiming,
addressing edge lengths,2.03598,2.02658
addressing element qualities,1.43359,1.43833
adapting,3.49242,3.4878
addressing edge lengths,4.15916,4.1408
addressing element qualities,5.44638,5.4468
adapting,9.61901,9.6012
addressing edge lengths,4.86351,4.81293
addressing element qualities,3.47335,3.46772
adapting,8.35245,8.2962
addressing edge lengths,4.66374,4.61921
addressing element qualities,3.88214,3.83013
adapting,8.59754,8.50103
