Operation,FirstRunTiming,SecondRunTiming,
addressing edge lengths,1.2599,1.26
addressing element qualities,0.68038,0.6801
adapting,1.9543,1.9539
addressing edge lengths,3.47604,3.48414
addressing element qualities,2.65145,2.65492
adapting,6.14844,6.16001
addressing edge lengths,3.43116,3.43562
addressing element qualities,1.92111,1.931
adapting,5.37751,5.39195
addressing edge lengths,3.66001,3.64195
addressing element qualities,2.84247,2.84342
adapting,6.56328,6.54639
